PMID	Title	Countries	Affiliation_Count
23159504	Fluorescence investigation of the interaction of 2-(4-fluorophenyl)-1-phenyl-1H-phenanthro [9,10-d] ...	India	1
23159505	Synthesis, crystal structure, DNA binding and in vitro biological studies of Ni(II), Cu(II) and Zn(I...	Pakistan	1
23159506	Space-based estimation of the solar UV-B doses for psoriasis heliotherapy in Poland using OMI data f...	Poland	1
23159507	Synergistic activity of luteolin and amoxicillin combination against amoxicillin-resistant Escherich...	Thailand	1
23159508	Clinical and echocardiographic outcomes after implantation of the Trifecta aortic bioprosthesis: an ...	Germany	1
23159509	Self-adjustments may account for the contradictory correlations between HRV and motion-sickness seve...	Other	1
23159510	Spontaneous closure of intracranial dural arteriovenous fistulas: a report of 3 cases.	France	1
23159511	Neuroendoscopic fenestration of the septum pellucidum for monoventricular hydrocephalus.	China	1
23159512	The influence of textile vascular prosthesis crimping on graft longitudinal elasticity and flexibili...	Other	1
23159513	Status epilepticus revealing a giant schizencephaly.	No Affiliation Info	0
23159514	[Sickle cell disease and life-threatening acute chest syndrome: Interest of extracorporeal life supp...	No Affiliation Info	0
23159516	[Attempted suicide by intrapulmonary self-injection of White spirit®].	No Affiliation Info	0
23159515	[Fiberoptic bronchoscopies under local anesthesia using lidocaine: be careful of systemic toxicity].	No Affiliation Info	0
23159518	[Proceedings of the 19th day of Anaesthesia Club in ENT].	France	1
23159521	Hyperfibrinolysis diagnosed by rotational thromboelastometry in a case of suspected amniotic fluid e...	Australia	1
23159517	Feasibility of a thoraco-abdominal CT with injection of iodinated contrast agent on sternal intraoss...	No Affiliation Info	0
23159522	Acquired Chiari I malformation: a differential diagnosis in severe postdural puncture headache?	No Affiliation Info	0
23159519	Role of Cryptococcus neoformans Rho1 GTPases in the PKC1 signaling pathway in response to thermal st...	United States	1
23159520	Intracellular trafficking and glycobiology of TbPDI2, a stage-specific protein disulfide isomerase i...	United States	1
23159523	Integrating nutrition and immunology: a new frontier.	United Kingdom	1
23159524	Cocaine use reduction with buprenorphine (CURB): rationale, design, and methodology.	United States	1
23159525	Melanoma cells use Thy-1 (CD90) on endothelial cells for metastasis formation.	Germany	1
23159526	Adaptive immunity and atherosclerosis: mouse tales in the AJP.	United States	1
23159528	Futility rules for telaprevir combination treatment for patients with hepatitis C virus infection.	United States	1
23159527	A simplified murine intimal hyperplasia model founded on a focal carotid stenosis.	United States	1
23159529	Nanobody-albumin nanoparticles (NANAPs) for the delivery of a multikinase inhibitor 17864 to EGFR ov...	Netherlands	1
23159530	Potential of recombinant flagellin fragment from Burkholderia thailandensis as an antigen for melioi...	Thailand	1
23159532	Molecular diagnostics of acute myeloid leukemia: it's a (next) generational thing.	United States	1
23159533	Identifying patients with undetected gastro-oesophageal cancer in primary care: External validation ...	United Kingdom	1
23159534	Polyglandular autoimmune syndrome type II.	Germany	1
23159531	New insights on neurobiological mechanisms underlying alcohol addiction.	United States	1
23159536	[An unusual cause of compressive optic neuropathy].	France	1
23159535	[Metformin in type 2 diabetes: what if we get it wrong?].	No Affiliation Info	0
23159538	Unusual binding of Grb2 protein to a bivalent polyproline-ligand immobilized on a SPR sensor: interm...	Netherlands	1
23159537	[Corneal manifestations of measles in the unvaccinated adult: two typical cases during an epidemic].	France	1
23159541	Recent advances in chitosan-based nanoparticles for oral delivery of macromolecules.	Other	1
23159542	Participation of estrogen receptors in the antidepressant-like effect of prolame on the forced swimm...	Mexico	1
23159540	Overexpression of AMP-activated protein kinase or protein kinase D prevents lipid-induced insulin re...	Netherlands	1
23159544	Morphine prevents the development of stress-enhanced fear learning.	United States	1
23159543	Peripherally injected linalool and bergamot essential oil attenuate mechanical allodynia via inhibit...	Japan	1
23159545	Reduced protein oxidation in Wistar rats supplemented with marine ω3 PUFAs.	Spain	1
23159539	Characterization of the compact bicistronic microRNA precursor, miR-1/miR-133, expressed specificall...	Japan	1
23159547	Predictors of early dyspnoea relief in acute heart failure and the association with 30-day outcomes:...	United States	1
23159546	Antioxidant functions for the hemoglobin β93 cysteine residue in erythrocytes and in the vascular co...	United States	1
23159548	[Diagnosis of IgG4-related systemic disease in a patient with an ocular tumor associated with lung n...	France	1
23159549	Matrix metalloproteinase-12 contributes to neuroinflammation in the aged brain.	Germany	1
23159551	Sprint Fidelis lead fractures in patients with cardiac resynchronization therapy devices: insight fr...	Canada	1
23159550	APOE and neuroenergetics: an emerging paradigm in Alzheimer's disease.	United States	1
23159553	Measurement and interpretation of the ankle-brachial index: a scientific statement from the American...	No Affiliation Info	0
23159552	Stroke after carotid stenting and endarterectomy in the Carotid Revascularization Endarterectomy ver...	Canada	1
23159555	Matrix-assisted laser desorption ionization time-of-flight mass spectrometry for bacterial strain ch...	France	1
23159554	Associations of total and high-molecular-weight adiponectin with all-cause and cardiovascular mortal...	United States	1
23159556	Rapid conformational epitope mapping of anti-gp120 antibodies with a designed mutant panel displayed...	United States	1
23159557	(77)Se enrichment of proteins expands the biological NMR toolbox.	United States	1
23159558	Biochemical characterization of the Caenorhabditis elegans FBF.CPB-1 translational regulation comple...	United States	1
23159560	Membrane active antimicrobial activity and molecular dynamics study of a novel cationic antimicrobia...	China	1
23159559	A protein.protein interaction platform involved in recruitment of GLD-3 to the FBF.fem-3 mRNA comple...	United States	1
23159561	Early alterations in plasma ghrelin levels in offspring of calorie-restricted rats during gestation ...	Spain	1
23159562	Esculentin-2CHa: a host-defense peptide with differential cytotoxicity against bacteria, erythrocyte...	Other	1
23159564	Effect of cold rolling on the magnetic susceptibility of Zr-14Nb alloy.	Japan	1
23159563	Engineering osteochondral constructs through spatial regulation of endochondral ossification.	Ireland	1
23159565	Incorporation of bioactive glass in calcium phosphate cement: An evaluation.	Netherlands	1
23159567	Application of galactose-modified liposomes as a potent antigen presenting cell targeted carrier for...	Other	1
23159566	Biological response on a titanium implant-grade surface functionalized with modular peptides.	United States	1
23159568	Non-proteinogenic amino acids in the pThr-2 position of a pentamer peptide that confer high binding ...	United States	1
23159569	Discovery and characterization of a novel 7-aminopyrazolo[1,5-a]pyrimidine analog as a potent hepati...	South Korea	1
23159570	Functional connections between self-referential thought and chronic pain: a dysfunctional relationsh...	United States	1
23159571	Role of microRNA in chronic visceral nociception.	United States	1
23159572	Lack of clarity in reports of adverse events: is there any harm?	United Kingdom	1
23159573	The emerging field of pain epigenetics.	Canada	1
23159575	Postoperative pain management: number-needed-to-treat approach versus procedure-specific pain manage...	United States	1
23159574	Optimism and pain: a positive move forward.	United States	1
23159576	Specific actions of GLP-1 receptor agonists and DPP4 inhibitors for the treatment of pancreatic β-ce...	France	1
23159577	Role of PKCα-p38 MAPK-Giα axis in peroxynitrite-mediated inhibition of β-adrenergic response in pulm...	India	1
23159578	β-Arrestin-biased signaling of PTH analogs of the type 1 parathyroid hormone receptor.	Netherlands	1
23159579	Percutaneous implantation of a ventricular partitioning device for treatment of ischemic heart failu...	Portugal	1
23159580	Adverse events in HEAAL: when to hold and when to fold.	No Affiliation Info	0
23159581	Plasmacytoid urothelial carcinoma, a chemosensitive cancer with poor prognosis, and peritoneal carci...	United States	1
23159582	Urinary functional outcome following radical cystoprostatectomy and ileal neobladder reconstruction ...	United States	1
23159583	Lymph node excision for renal cancer.	No Affiliation Info	0
23159584	Using the epigenetic field defect to detect prostate cancer in biopsy negative patients.	United States	1
23159586	Brief smoking cessation intervention: a prospective trial in the urology setting.	United States	1
23159585	Novel evaluation of nephrolithiasis as a complication of gout: a cross-sectional study using helical...	Japan	1
23159587	Variability of semen parameters with time in placebo treated men.	United States	1
23159588	Pathogenesis of bladder calculi in the presence of urinary stasis.	United States	1
23159589	Cost-effectiveness of anti-retropulsion devices for ureteroscopic lithotripsy.	United States	1
23159591	APC germline mutations in individuals being evaluated for familial adenomatous polyposis: a review o...	United States	1
23159590	Allele-specific, non-extendable primer blocker PCR (AS-NEPB-PCR) for DNA mutation detection in cance...	United States	1
23159592	Novel heat pulse extension-PCR-based method for detection of large CTG-repeat expansions in myotonic...	Finland	1
23159594	Multiplex bead suspension array for screening Neisseria gonorrhoeae antibiotic resistance genetic de...	United States	1
23159593	Evaluation of BRAF mutation testing methodologies in formalin-fixed, paraffin-embedded cutaneous mel...	Denmark	1
23159595	Detection of FLT3 internal tandem duplication in targeted, short-read-length, next-generation sequen...	United States	1
23159597	Loss of nucleosomal DNA condensation coincides with appearance of a novel nuclear protein in dinofla...	Australia	1
23159596	The magnitude of global marine species diversity.	Belgium	1
23159598	Apical-basal polarity proteins are required cell-type specifically to direct photoreceptor morphogen...	United States	1
23159599	Layer-specific entrainment of γ-band neural activity by the α rhythm in monkey visual cortex.	Netherlands	1
23159601	Convergent evolution within an adaptive radiation of cichlid fishes.	Switzerland	1
23159600	Evolutionary shift from fighting to foraging in blind cavefish through changes in the serotonin netw...	France	1
23159602	Selectivity of LC-MS/MS analysis: implication for proteomics experiments.	Other	1
23159603	Inhibition of TAK1 by kamebakaurin in dendritic cells.	South Korea	1
23159604	A vitamin D3 analog augmented interleukin-8 production by human monocytic cells in response to vario...	Japan	1
23159605	6b,11b-Dihydroxy-6b,11b-dihydro-7H-indeno[1,2-b]naphtho[2,1-d]furan-7-one (DHFO), a small molecule t...	India	1
23159607	Chemokines in tissue fibrosis.	Germany	1
23159606	Increasing βB1-crystallin sensitivity to proteolysis caused by the congenital cataract-microcornea s...	China	1
23159608	Protocatechualdehyde possesses anti-cancer activity through downregulating cyclin D1 and HDAC2 in hu...	United States	1
23159609	Role of rhodopsin N-terminus in structure and function of rhodopsin-bitter taste receptor chimeras.	Canada	1
23159611	Crystal structure of the single cystathionine β-synthase domain-containing protein CBSX1 from Arabid...	South Korea	1
23159610	Upregulation of ATBF1 by progesterone-PR signaling and its functional implication in mammary epithel...	China	1
23159612	Long-chain acyl-CoA synthetase 4 is regulated by phosphorylation.	Argentina	1
23159613	Transduced Tat-glyoxalase protein attenuates streptozotocin-induced diabetes in a mouse model.	South Korea	1
23159614	CCAAT/enhancer binding protein β deletion increases mitochondrial function and protects mice from LX...	United States	1
23159615	Brain expression level and activity of HDAC6 protein in neurodegenerative dementia.	Japan	1
23159616	The liver X receptor promotes macrophage differentiation and suppresses osteoclast formation in mous...	Sweden	1
23159617	The flavoprotein Tah18-dependent NO synthesis confers high-temperature stress tolerance on yeast cel...	Japan	1
23159618	Establishment of a human cell line stably overexpressing mouse Nip45 and characterization of Nip45 s...	Japan	1
23159620	Metformin inhibition of mTORC1 activation, DNA synthesis and proliferation in pancreatic cancer cell...	United States	1
23159619	Coupling to the surface of liposomes alters the immunogenicity of hepatitis C virus-derived peptides...	Japan	1
23159621	A deeper analysis of the epitope/paratope of PLY-5, a mouse monoclonal antibody which recognises the...	Spain	1
23159622	Differential hepatic protein tyrosine nitration of mouse due to aging - effect on mitochondrial ener...	United States	1
23159625	Zinc finger protein 131 inhibits estrogen signaling by suppressing estrogen receptor α homo-dimeriza...	South Korea	1
23159623	RPAP3 splicing variant isoform 1 interacts with PIH1D1 to compose R2TP complex for cell survival.	Japan	1
23159626	Central and peripheral des-acyl ghrelin regulates body temperature in rats.	Japan	1
23159627	Ca²⁺ influx-dependent refilling of intracellular Ca²⁺ stores determines the frequency of Ca²⁺ oscill...	Japan	1
23159624	Insulin suppression of apolipoprotein B in McArdle RH7777 cells involves increased sortilin 1 intera...	United States	1
23159628	Model membrane interaction and DNA-binding of antimicrobial peptide Lasioglossin II derived from bee...	Singapore	1
23159629	Metavinculin: New insights into functional properties of a muscle adhesion protein.	Germany	1
23159631	Blinking effect and the use of quantum dots in single molecule spectroscopy.	Germany	1
23159630	Role of sigma factor E in regulation of Salmonella Agf expression.	South Korea	1
23159632	N-Acyl taurines trigger insulin secretion by increasing calcium flux in pancreatic β-cells.	Sweden	1
23159633	Osteogenic differentiation of C2C12 myogenic progenitor cells requires the Fos-related antigen Fra-1...	China	1
23159635	Activin type IB receptor signaling in prostate cancer cells promotes lymph node metastasis in a xeno...	Japan	1
23159634	Recombinant VP1 protein expressed in Pichia pastoris induces protective immune responses against EV7...	China	1
23159636	Androgen receptor primes prostate cancer cells to apoptosis through down-regulation of basal p21 exp...	United States	1
23159638	Anti-cancer versus cancer-promoting effects of the interleukin-17-producing T helper cells.	Egypt	1
23159637	Pipernonaline from Piper longum Linn. induces ROS-mediated apoptosis in human prostate cancer PC-3 c...	South Korea	1
23159639	The impact of the CYP2C9 and VKORC1 polymorphisms on acenocoumarol dose requirements in a Romanian p...	Other	1
23159641	Nonalcoholic fatty liver disease: current and potential therapies.	Egypt	1
23159640	Mitochondrial dynamics in neurodegeneration.	United States	1
23159643	TRPM8 ion channel ligands for new therapeutic applications and as probes to study menthol pharmacolo...	United States	1
23159642	Chronic fluvoxamine treatment changes 5-HT(2A/2C) receptor-mediated behavior in olfactory bulbectomi...	Japan	1
23159646	Headaches in children with moyamoya disease: does revascularization help?	United States	1
23159647	Intra-aortic balloon pump counterpulsation in aneurysmal subarachnoid hemorrhage.	United States	1
23159645	Carpal tunnel syndrome: when excellent is not good enough.	United States	1
23159644	Trigeminal neuralgia without vascular conflict: strategies and outcomes when the culprit goes missin...	United States	1
23159649	Florence Nightingale: light to illuminate the world from the woman with the lantern.	Turkey	1
23159648	Lumbar injection of normal saline for the treatment of tonsillar herniation-an old technique revisit...	Chile	1
23159650	One-step fixation of atlantoaxial rotatory subluxation: technical note and report of three cases.	United States	1
23159653	Management strategies for patients with spinal synovial cysts.	United States	1
23159651	A review of oscillating field stimulation to treat human spinal cord injury.	United States	1
23159655	Fish oil for subarachnoid hemorrhage--this is not snake oil.	Canada	1
23159652	Lesion procedures in psychiatric neurosurgery.	United States	1
23159656	Overview of neurocysticercosis.	Mexico	1
23159658	Prehistoric skull trepanation: clearly a worldwide phenomenon.	United States	1
23159657	Stereotactic radiosurgery for brainstem cavernous malformations.	South Korea	1
23159659	The DECRA trial and decompressive craniectomy in diffuse traumatic brain injury: is decompression re...	United States	1
23159654	No movement, no cyst.	United States	1
23159661	The impact of military conflict in modern-day neurosurgical management.	United States	1
23159662	Ex vivo permeation characteristics of venlafaxine through sheep nasal mucosa.	India	1
23159660	A role for centers of excellence in transsphenoidal surgery.	United States	1
23159663	Nano and microparticulate chitosan-based systems for antiviral topical delivery.	Spain	1
23159664	A novel permeation enhancer: N-succinyl chitosan on the intranasal absorption of isosorbide dinitrat...	China	1
23159665	A preclinical pharmacokinetic modeling approach to the biopharmaceutical characterization of immedia...	France	1
23159666	Transferrin conjugation does not increase the efficiency of liposomal Foscan during in vitro photody...	Ireland	1
23159667	A novel approach to improve the pharmacokinetic properties of 8-chloro-adenosine by the dual combina...	China	1
23159668	Effects of molecular weight on permeability and microstructure of mixed ethyl-hydroxypropyl-cellulos...	Sweden	1
23159669	TGF-β as a therapeutic target in high grade gliomas - promises and challenges.	Netherlands	1
23159670	Low abundance drug resistance variants in transmitted HIV drug resistance surveillance specimens ide...	Canada	1
23159671	Simultaneous detection, typing and quantitation of oncogenic human papillomavirus by multiplex conse...	Norway	1
23159672	Development of a reverse transcription loop-mediated isothermal amplification assay for rapid detect...	China	1
23159673	Replication of hepatitis E virus in three-dimensional cell culture.	United Kingdom	1
23159674	Multiplex real-time PCR assays for the detection of group C rotavirus, astrovirus, and Subgenus F ad...	Japan	1
23159676	Identification of feline panleukopenia virus proteins expressed in Purkinje cell nuclei of cats with...	Belgium	1
23159675	Expression of transferrin receptor 1, proliferating cell nuclear antigen, p27(Kip1) and calbindin in...	Belgium	1
23159677	In vitro analysis of muscle activity illustrates mediolateral decoupling of hind and mid foot bone m...	Belgium	1
23159679	The role of foot morphology on foot function in diabetic subjects with or without neuropathy.	Italy	1
23159678	Age-related changes in spatiotemporal characteristics of gait accompany ongoing lower limb linear gr...	United States	1
23159680	Both maintaining hope and preparing for death: effects of physicians' and nurses' behaviors from ber...	Japan	1
23159681	Assessment and management of adult cancer pain: a systematic review and synthesis of recent qualitat...	United Kingdom	1
23159682	Psychosocial effects of cancer cachexia: a systematic literature search and qualitative analysis.	Switzerland	1
23159683	Reliability and validity of a tool to measure the severity of dysphagia: the Food Intake LEVEL Scale...	Japan	1
23159684	Validity of an observation method for assessing pain behavior in individuals with multiple sclerosis...	United States	1
23159685	Community-based palliative care: the natural evolution for palliative care delivery in the U.S.	United States	1
23159687	Memoir of "a good daughter".	United States	1
23159688	Routine bimanual pelvic examinations: practices and beliefs of US obstetrician-gynecologists.	United States	1
23159686	Comparing the retrospective reports of fatigue using the Fatigue Symptom Index with daily diary rati...	United States	1
23159689	Prediction of intrapartum fetal compromise using the cerebroumbilical ratio: a prospective observati...	United Kingdom	1
23159691	Common postoperative pulmonary complications after hysterectomy for benign indications.	United States	1
23159690	Cotton-tipped applicator test: validity and reliability in chronic pelvic pain.	Canada	1
23159692	Trends in use of surgical mesh for pelvic organ prolapse.	United States	1
23159694	Perinatal complications and long-term neurodevelopmental outcome of infants with intrauterine growth...	Austria	1
23159693	A systematic review of randomized trials assessing human papillomavirus testing in cervical cancer s...	United States	1
23159695	Obstetric complications among US women with asthma.	United States	1
23159696	The association between urinary and fecal incontinence and social isolation in older women.	United States	1
23159698	Hypertension and antihypertensive drugs in pregnancy and perinatal outcomes.	Israel	1
23159699	Psychosocial risk, prenatal counseling and maternal behavior: findings from PRAMS, 2004-2008.	United States	1
23159697	Fetal lung lesions: can we start to breathe easier?	United States	1
23159700	Shapes, scents and sounds: quantifying the full multi-sensory basis of conceptual knowledge.	United Kingdom	1
23159703	Blood stream infections (BSI) in severe burn patients--early and late BSI: a 9-year study.	Israel	1
23159702	Range of motion exercises in the setting of burn-associated heterotopic ossification at the elbow: c...	United States	1
23159704	Environmentally enriched rearing environments reduce repetitive perseveration in caged mink, but inc...	Canada	1
23159701	Modulation of motor cortex activity when observing rewarding and punishing actions.	Germany	1
23159705	Chicago sky blue 6B, a vesicular glutamate transporters inhibitor, attenuates methamphetamine-induce...	China	1
23159706	Inhibition of glucocorticoid receptors ameliorates hypobaric hypoxia induced memory impairment in ra...	India	1
23159708	Implementation and evaluation of an optical fiber system as novel process monitoring tool during lyo...	Germany	1
23159707	Intra-orbitofrontal cortex injection of haloperidol removes the beneficial effect of methylphenidate...	Other	1
23159709	In situ monitoring of carbamazepine-nicotinamide cocrystal intrinsic dissolution behaviour.	United Kingdom	1
23159710	Establishment of a triple co-culture in vitro cell models to study intestinal absorption of peptide ...	Portugal	1
23159712	Mucoadhesive multiparticulate patch for the intrabuccal controlled delivery of lidocaine.	Italy	1
23159711	Development and characterisation of a self-microemulsifying drug delivery systems (SMEDDSs) for the ...	United Kingdom	1
23159713	Myoclonic astatic epilepsy (Doose syndrome) - a lamotrigine responsive epilepsy?	Germany	1
23159714	Levetiracetam in children, adolescents and young adults with intractable epilepsy: efficacy, tolerab...	Israel	1
23159716	Influence of the core circadian gene "Clock" on obesity and leptin resistance in mice.	China	1
23159715	Epidemiology of dementias and Alzheimer's disease.	Mexico	1
23159717	Regulation of tau proteolysis by phosphatases.	United States	1
23159720	Five year survival analysis of an oxidised zirconium total knee arthroplasty.	United Kingdom	1
23159718	The Akt-FoxO3a-manganese superoxide dismutase pathway is involved in the regulation of oxidative str...	China	1
23159719	T1rho MRI relaxation in knee OA subjects with varying sizes of cartilage lesions.	United States	1
23159722	Intranasal oxytocin and its rapidly expanding role in psychiatry.	No Affiliation Info	0
23159721	The immediate effects of open kinetic chain knee extensor exercise at different loads on knee anteri...	United Kingdom	1
23159723	Neuroendocrine homeostasis after vagus nerve stimulation in rats.	United States	1
23159725	Indicators of positive and negative emotions and emotional contagion in pigs.	Netherlands	1
23159726	Photosystem trap energies and spectrally-dependent energy-storage efficiencies in the Chl d-utilizin...	United States	1
23159724	The effect of unpredictable chronic mild stress on depressive-like behavior and on hippocampal A1 an...	Brazil	1
23159727	Characterization of the Synechocystis PCC 6803 Fluorescence Recovery Protein involved in photoprotec...	France	1
23159729	Immunotoxic effects of oil sands-derived naphthenic acids to rainbow trout.	Canada	1
23159728	Triclosan exposure alters postembryonic development in a Pacific tree frog (Pseudacris regilla) Amph...	Canada	1
23159730	Antibody-mediated neutralization of African swine fever virus: myths and facts.	Spain	1
23159733	A retrospective study on the incidence and risk factors of severe hypoglycemia in primary care.	Other	1
23159732	The specific interaction of the photosensitizer methylene blue with acetylcholinesterase provides a ...	Israel	1
23159731	miRNAs regulate expression and function of extracellular matrix molecules.	Canada	1
23159734	Tandem mass spectrometry approach for the investigation of the steroidal metabolism: structure-fragm...	Pakistan	1
23159735	Insights into negative regulation by the glucocorticoid receptor from genome-wide profiling of infla...	United States	1
23159736	The auto-generated fragment of the Usp1 deubiquitylase is a physiological substrate of the N-end rul...	United States	1
23159737	Characterization of the EZH2-MMSET histone methyltransferase regulatory axis in cancer.	United States	1
23159738	Mediator-regulated transcription through the +1 nucleosome.	United States	1
23159739	Structural switch of lysyl-tRNA synthetase between translation and transcription.	Canada	1
23159741	Synchrotron X-ray interlaced microbeams suppress paroxysmal oscillations in neuronal networks initia...	France	1
23159740	VE-cadherin signaling induces EB3 phosphorylation to suppress microtubule growth and assemble adhere...	United States	1
23159742	Exploring the life cycle of mitochondria in neuropsychiatric diseases: mitochondrial dynamics and qu...	No Affiliation Info	0
23159743	Complexity of neutral zones, lumbar stability and subsystem adaptations: probable alterations in lum...	India	1
23159744	Obesity impairs cell-mediated immunity during the second trimester of pregnancy.	United States	1
23159745	First-trimester metabolomic detection of late-onset preeclampsia.	United States	1
23159747	Marinicauda pacifica gen. nov., sp. nov., a prosthecate alphaproteobacterium of the family Hyphomona...	China	16
23159746	Antidepressant medication use patterns during pregnancy and pregnancy outcomes: an insight.	No Affiliation Info	0
23159748	Geodermatophilus telluris sp. nov., an actinomycete isolated from Saharan desert sand.	Germany; Spain	9
23159749	Aeromonas australiensis sp. nov., isolated from irrigation water.	Australia; Spain	10
23159750	Desulfotomaculum defluvii sp. nov., a sulfate-reducing bacterium isolated from the subsurface enviro...	Germany; India	6
23159752	Hoeflea suaedae sp. nov., an endophytic bacterium isolated from the root of the halophyte Suaeda mar...	South Korea	6
23159751	Methylomonas paludis sp. nov., the first acid-tolerant member of the genus Methylomonas, from an aci...	Netherlands; Russia	7
23159754	Kazachstania rupicola sp. nov., a yeast species isolated from water tanks of a bromeliad in Brazil.	Brazil; Canada	5
23159753	Mycobacterium parakoreense sp. nov., a slowly growing non-chromogenic species related to Mycobacteri...	South Korea	10
23159755	Undibacterium terreum sp. nov., isolated from permafrost soil.	China	4
23159756	Lonsdalea quercina subsp. populi subsp. nov., isolated from bark canker of poplar trees.	Hungary	3
23159759	Wettability contrasts between fresh and weathered diesel fuels.	Canada	1
23159757	Blastopirellula cremea sp. nov., isolated from a dead ark clam.	South Korea	13
23159758	Muricauda zhangzhouensis sp. nov., isolated from mangrove sediment.	China	8
23159760	Multispecies hydrodynamic dispersion under high concentration gradients.	Turkey	1
23159761	Determining the frequency, depth and velocity of preferential flow by high frequency soil moisture m...	Australia	1
23159763	The behavior of effective rate constants for bimolecular reactions in an asymptotic transport regime...	United States	1
23159762	Effect of dissolved calcium on the removal of bacteriophage PRD1 during soil passage: the role of do...	Iran	1
23159765	Male breast cancers behave differently in elderly patients.	Turkey	1
23159764	Electrical signatures of ethanol-liquid mixtures: implications for monitoring biofuels migration in ...	United States	1
23159766	A preoperative prognostic model predicting recurrence-free survival for patients with kidney cancer.	Turkey	1
23159767	Reply to: "Direct actions of GLP-1 analogues on AMP-activated protein kinase activity are distinct f...	No Affiliation Info	0
23159768	Direct actions of GLP-1 analogues on AMP-activated protein kinase activity are distinct from cyclic ...	No Affiliation Info	0
23159769	Early hepatocellular carcinoma - is there such a thing as too early?	No Affiliation Info	0
23159770	Improved inflammatory activity with peginterferon alfa-2b maintenance therapy in non-cirrhotic prior...	France	1
23159771	Focus.	Israel	1
23159772	Dissecting the divergent effects of interferon-alpha on immune cells: time to rethink combination th...	No Affiliation Info	0
23159773	Cav1.3 and Cav1.2 channels of adrenal chromaffin cells: emerging views on cAMP/cGMP-mediated phospho...	Italy	1
23159774	Enhancement of thermal stability of chondroitinase ABC I by site-directed mutagenesis: an insight fr...	Iran	1
23159777	Towards delineation of a developmental α-importome in the mammalian male germline.	Australia	1
23159776	Poly(ADP-ribose) polymerase inhibition prevents reactive oxygen species induced inhibition of aldehy...	China	1
23159778	Impulse-dependent extracellular resting dopamine concentration in rat striatum in vivo.	China	1
23159775	[Geriatrics and palliative care: some reflections].	Spain	1
23159781	Accuracy of three automated 25-hydroxyvitamin D assays in hemodialysis patients.	Belgium	1
23159779	Differential regulation of evoked and spontaneous neurotransmitter release by C-terminal modificatio...	United States	1
23159780	The role of autophagy in Nmnat-mediated protection against hypoxia-induced dendrite degeneration.	United States	1
23159782	The effect of cigarette smoke and arsenic exposure on urothelial carcinoma risk is modified by gluta...	China	1
23159786	The role of microparticles in the generation of immune complexes in murine lupus.	United States	1
23159787	Effect of rhythmic auditory cueing on gait in people with Alzheimer disease.	Australia	1
23159788	The cardiovascular effects of a chimeric opioid peptide based on morphiceptin and PFRTic-NH2.	China	1
23159783	[The application of do not resuscitate orders and withholding treatment in patients admitted to Inte...	Spain	1
23159789	Phylogenetic distribution of protease inhibitors of the Kazal-family within the Arthropoda.	Belgium	1
23159790	Purification and structural characterisation of phospholipase A1 (Vespapase, Ves a 1) from Thai band...	Thailand	1
23159784	[Inappropriate prescribing according to Beers criteria in cardiology and respiratory medicine depart...	No Affiliation Info	0
23159785	[Predictors of patient satisfaction with the food services in a public hospital in Madrid].	Spain	1
23159792	[Presence and adequacy of pharmaceutical preparations in the Spanish edition of Wikipedia].	Other	1
23159794	[To enlighten and to dazzle: a case of an inadequate prescription of prasugrel with an adverse react...	No Affiliation Info	0
23159793	[Diagnosis of heart failure with preserved or reduced ejection fraction in a one-stop clinic].	Spain	1
23159791	Gene expression analysis by ESTs sequencing of the Brazilian frog Phyllomedusa nordestina skin gland...	Brazil	1
23159795	Organotypic hippocampal slice culture from the adult mouse brain: a versatile tool for translational...	South Korea	1
23159796	Decreased interhemispheric resting-state functional connectivity in first-episode, drug-naive major ...	China	1
23159797	Two-step labeling of Staphylococcus aureus with Lysostaphin-Azide and DIBO-Alexa using click chemist...	Switzerland	1
23159799	In-depth insight into in vivo apoplastic secretome of rice-Magnaporthe oryzae interaction.	South Korea	1
23159798	Validation of a Poisson-distributed limiting dilution assay (LDA) for a rapid and accurate resolutio...	Colombia	1
23159800	Can microbes be patented?	No Affiliation Info	0
23159803	Mathematical prediction of freezing times of bovine semen in straws placed in static vapor over liqu...	Argentina	1
23159801	Photosensitivity of the Ni-A state of [NiFe] hydrogenase from Desulfovibrio vulgaris Miyazaki F with...	Japan	1
23159804	Nocturnal activity of 11β-hydroxy steroid dehydrogenase type 1 is increased in type 1 diabetic child...	France	1
23159802	Crystal structures of acetate kinases from the eukaryotic pathogens Entamoeba histolytica and Crypto...	United States	1
23159805	Synthesis pharmacological evaluation and docking studies of pyrimidine derivatives.	India	1
23159806	Synthesis, biological evaluation and molecular modeling of 4,6-diarylpyrimidines and diarylbenzenes ...	Argentina	1
23159809	Cholesterol's interactions with serine phospholipids - a comparison of N-palmitoyl ceramide phosphos...	Finland	1
23159807	Design, structural and spectroscopic elucidation, and the in vitro biological activities of new dior...	Brazil	1
23159808	Lipid-like behavior of signal sequence peptides at air-water interface.	Argentina	1
23159810	Lipid-protein nanodiscs promote in vitro folding of transmembrane domains of multi-helical and multi...	Russia	1
23159813	Raised calcium and oxidative stress cooperatively promote alpha-synuclein aggregate formation.	Australia	1
23159812	Ultrasonic atomization of tissue and its role in tissue fractionation by high intensity focused ultr...	United States	1
23159811	Role of terminal dipole charges in aggregation of α-helix pair in the voltage gated K(+) channel.	India	1
23159814	Expression and functional significance of the Ca(2+)-activated Cl(-) channel ANO6 in dendritic cells...	Germany	1
